GEO_TTL,SECTOR,NAICS2017,NAICS2017_TTL,YEAR,FIRM,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP,RCPTOT_IMP,PAYANN_IMP,EMP_IMP,AVG SALARY(PAYANN/EMP)
Missouri,52,523920,Portfolio management,2017,366,1105,2061093,808429,256006,5649,0,0,0,143.11
Missouri,52,523930,Investment advice,2017,275,288,254634,116697,30135,1328,0,0,0,87.87
Missouri,52,523991,"Trust, fiduciary, and custody activities",2017,34,38,140167,30385,8434,399,0,0,0,76.15
Missouri,52,523999,Miscellaneous financial investment activities,2017,8,8,5149,850,172,9,0,0,0,94.44
Missouri,52,524113,Direct life insurance carriers,2017,51,176,0,325194,107833,3143,0,0,0,103.47
Missouri,52,524114,Direct health and medical insurance carriers,2017,34,119,0,928725,281699,12051,0,0,0,77.07
Missouri,52,524126,Direct property and casualty insurance carriers,2017,146,246,0,807780,230205,11117,0,0,0,72.66
Missouri,52,524291,Claims adjusting,2017,58,75,53016,19211,4781,285,0,0,0,67.41
Montana,52,521110,Monetary authorities - central bank,2017,1,1,0,3820,875,60,0,0,0,63.67
Montana,52,522110,Commercial banking,2017,64,377,0,381013,106609,6526,0,0,0,58.38
Montana,52,522120,Savings institutions,2017,3,4,0,2216,543,41,0,0,0,54.05
Montana,52,522130,Credit unions,2017,52,119,205809,57323,14404,1287,0,0,0,44.54
Montana,52,522220,Sales financing,2017,11,13,21048,3827,1075,77,0,0,0,49.7
Montana,52,522291,Consumer lending,2017,16,25,39962,11787,3065,181,0,0,0,65.12
Montana,52,522292,Real estate credit,2017,15,37,155939,38268,10236,453,0,0,0,84.48
Montana,52,522310,Mortgage and nonmortgage loan brokers,2017,21,21,8803,3126,591,50,0,0,0,62.52
Montana,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,19,20,37280,5941,1422,111,0,0,0,53.52
Montana,52,522390,Other activities related to credit intermediation,2017,7,10,2932,912,258,34,0,0,0,26.82
Montana,52,523110,Investment banking and securities dealing,2017,5,5,3023,1017,173,5,0,0,0,203.4
Montana,52,523120,Securities brokerage,2017,54,85,175885,77248,19296,494,0,0,0,156.37
Montana,52,523140,Commodity contracts brokerage,2017,6,6,661,207,52,7,0,0,0,29.57
Montana,52,523910,Miscellaneous intermediation,2017,24,24,24537,7775,1784,104,0,0,0,74.76
Montana,52,523920,Portfolio management,2017,77,180,119520,52298,12811,476,0,0,0,109.87
Montana,52,523930,Investment advice,2017,50,51,30828,7579,1878,185,0,0,0,40.97
Montana,52,523991,"Trust, fiduciary, and custody activities",2017,9,11,5116,2528,558,62,0,0,0,40.77
Montana,52,523999,Miscellaneous financial investment activities,2017,5,5,2130,513,104,10,0,0,0,51.3
Montana,52,524113,Direct life insurance carriers,2017,12,26,0,11220,2875,149,0,0,0,75.3
Montana,52,524114,Direct health and medical insurance carriers,2017,14,31,0,49031,18185,600,0,0,0,81.72
Montana,52,524126,Direct property and casualty insurance carriers,2017,28,52,0,24235,7612,334,0,0,0,72.56
Montana,52,524210,Insurance agencies and brokerages,2017,653,716,426928,162391,40080,3060,0,0,0,53.07
Montana,52,524291,Claims adjusting,2017,29,31,9937,3864,872,90,0,0,0,42.93
Montana,52,524292,Third party administration of insurance and pension funds,2017,21,22,122864,41596,8976,917,0,0,0,45.36
Montana,52,524298,All other insurance related activities,2017,3,3,206,61,11,2,0,0,0,30.5
Nebraska,52,521110,Monetary authorities - central bank,2017,1,1,0,5764,1165,77,0,0,0,74.86
Nebraska,52,522110,Commercial banking,2017,188,1016,0,913553,239837,15456,0,0,0,59.11
Nebraska,52,522120,Savings institutions,2017,7,41,0,39101,13474,479,0,0,0,81.63
Nebraska,52,522130,Credit unions,2017,62,126,466881,101030,22649,1927,0,0,0,52.43
Nebraska,52,522220,Sales financing,2017,17,21,277638,13818,3345,289,0,0,0,47.81
Nebraska,52,522292,Real estate credit,2017,35,57,156250,34542,9018,413,0,0,0,83.64
Nebraska,52,522298,All other nondepository credit intermediation,2017,30,48,808873,115780,44993,1398,0,0,0,82.82
Nebraska,52,522310,Mortgage and nonmortgage loan brokers,2017,20,20,9561,3377,715,54,0,0,0,62.54
Nebraska,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,28,63,4567473,857937,256741,10136,0,0,0,84.64
Nebraska,52,522390,Other activities related to credit intermediation,2017,34,118,323247,134092,33433,1827,0,0,0,73.39
Nebraska,52,523110,Investment banking and securities dealing,2017,8,9,7562,2352,434,16,0,0,0,147.0
Nebraska,52,523120,Securities brokerage,2017,92,151,1463546,288506,71278,2874,0,0,0,100.38
Nebraska,52,523130,Commodity contracts dealing,2017,7,7,7291,809,202,13,0,0,0,62.23
Nebraska,52,523140,Commodity contracts brokerage,2017,35,40,37066,8024,1933,114,0,0,0,70.39
Nebraska,52,523920,Portfolio management,2017,178,360,577512,187852,46078,1558,0,0,0,120.57
Nebraska,52,523930,Investment advice,2017,142,148,116860,37008,9446,595,0,0,0,62.2
Nebraska,52,523991,"Trust, fiduciary, and custody activities",2017,8,10,15653,6445,1231,57,0,0,0,113.07
Nebraska,52,524113,Direct life insurance carriers,2017,42,180,0,369213,111028,5502,0,0,0,67.11
Nebraska,52,524114,Direct health and medical insurance carriers,2017,23,136,0,564414,193607,7004,0,0,0,80.58
Nebraska,52,524126,Direct property and casualty insurance carriers,2017,72,137,0,561951,174435,7090,0,0,0,79.26
Nebraska,52,524210,Insurance agencies and brokerages,2017,1452,1569,1026967,348322,84783,6323,0,0,0,55.09
Nebraska,52,524291,Claims adjusting,2017,29,39,20381,10344,2161,160,0,0,0,64.65
Nebraska,52,524292,Third party administration of insurance and pension funds,2017,31,32,74476,29853,7762,566,0,0,0,52.74
Nebraska,52,524298,All other insurance related activities,2017,20,20,19826,7302,1934,104,0,0,0,70.21
Nevada,52,522110,Commercial banking,2017,50,552,0,577063,173971,9460,0,0,0,61.0
Nevada,52,522120,Savings institutions,2017,9,22,0,15755,4931,189,0,0,0,83.36
Nevada,52,522130,Credit unions,2017,23,117,338897,79160,19863,1516,0,0,0,52.22
Nevada,52,522220,Sales financing,2017,40,45,1695370,62849,19838,877,0,0,0,71.66
Nevada,52,522291,Consumer lending,2017,58,154,319923,39983,12257,783,0,0,0,51.06
Nevada,52,522292,Real estate credit,2017,82,192,676161,247306,57648,2457,0,0,0,100.65
Nevada,52,522310,Mortgage and nonmortgage loan brokers,2017,98,104,119266,60957,13473,649,0,0,0,93.92
Nevada,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,59,66,934436,70579,16493,869,0,0,0,81.22
Nevada,52,522390,Other activities related to credit intermediation,2017,68,180,178915,43941,10890,1035,0,0,0,42.46
Nevada,52,523110,Investment banking and securities dealing,2017,18,18,26320,7144,1395,38,0,0,0,188.0
Nevada,52,523120,Securities brokerage,2017,57,199,286486,129420,37303,773,0,0,0,167.43
Nevada,52,523130,Commodity contracts dealing,2017,3,6,2983,818,175,36,0,0,0,22.72
Nevada,52,523140,Commodity contracts brokerage,2017,5,6,2140,731,188,19,0,0,0,38.47
Nevada,52,523910,Miscellaneous intermediation,2017,239,242,155222,31625,9071,513,0,0,0,61.65
Nevada,52,523920,Portfolio management,2017,234,327,344078,141964,39762,1336,0,0,0,106.26
Nevada,52,523930,Investment advice,2017,135,149,117778,30076,8464,470,0,0,0,63.99
Nevada,52,523991,"Trust, fiduciary, and custody activities",2017,47,47,46459,17057,4258,204,0,0,0,83.61
Nevada,52,523999,Miscellaneous financial investment activities,2017,9,9,6884,905,215,24,0,0,0,37.71
Nevada,52,524113,Direct life insurance carriers,2017,25,56,0,32141,10470,419,0,0,0,76.71
Nevada,52,524114,Direct health and medical insurance carriers,2017,17,51,0,235651,63888,2255,0,0,0,104.5
Nevada,52,524126,Direct property and casualty insurance carriers,2017,44,95,0,273623,85013,3966,0,0,0,68.99
Nevada,52,524210,Insurance agencies and brokerages,2017,1135,1196,720301,248881,58539,4705,0,0,0,52.9
Nevada,52,524291,Claims adjusting,2017,36,38,91413,29827,7082,441,0,0,0,67.63
Nevada,52,524292,Third party administration of insurance and pension funds,2017,40,47,142977,37126,8936,711,0,0,0,52.22
Nevada,52,524298,All other insurance related activities,2017,25,25,17302,4370,1238,67,0,0,0,65.22
New Hampshire,52,522110,Commercial banking,2017,35,325,0,249327,70505,3599,0,0,0,69.28
New Hampshire,52,522120,Savings institutions,2017,22,140,0,110030,29497,1760,0,0,0,62.52
New Hampshire,52,522130,Credit unions,2017,25,116,358369,98280,25184,1707,0,0,0,57.57
New Hampshire,52,522220,Sales financing,2017,24,27,141458,25790,6206,206,0,0,0,125.19
New Hampshire,52,522291,Consumer lending,2017,6,30,21442,3264,828,79,0,0,0,41.32
New Hampshire,52,522292,Real estate credit,2017,27,72,184102,67292,16725,704,0,0,0,95.59
New Hampshire,52,522310,Mortgage and nonmortgage loan brokers,2017,26,29,34945,15429,3134,182,0,0,0,84.77
New Hampshire,52,523120,Securities brokerage,2017,55,97,608921,259411,64529,2285,0,0,0,113.53
New Hampshire,52,523920,Portfolio management,2017,149,256,890815,324995,76300,2235,0,0,0,145.41
New Hampshire,52,523930,Investment advice,2017,96,109,114282,60954,14059,406,0,0,0,150.13
New Hampshire,52,523991,"Trust, fiduciary, and custody activities",2017,14,17,69688,16333,4577,99,0,0,0,164.98
New Hampshire,52,524113,Direct life insurance carriers,2017,27,60,0,123836,39576,1561,0,0,0,79.33
New Hampshire,52,524114,Direct health and medical insurance carriers,2017,12,27,0,178787,53997,2313,0,0,0,77.3
New Hampshire,52,524126,Direct property and casualty insurance carriers,2017,38,103,0,675655,233188,6452,0,0,0,104.72
New Hampshire,52,524210,Insurance agencies and brokerages,2017,400,457,510506,229111,61367,2802,0,0,0,81.77
New Hampshire,52,524291,Claims adjusting,2017,24,26,15097,7284,1592,135,0,0,0,53.96
New Hampshire,52,524292,Third party administration of insurance and pension funds,2017,25,27,177523,55286,14566,1004,0,0,0,55.07
New Hampshire,52,524298,All other insurance related activities,2017,9,9,9669,3969,885,53,0,0,0,74.89
New Jersey,52,521110,Monetary authorities - central bank,2017,2,2,0,49160,11149,395,0,0,0,124.46
New Jersey,52,522110,Commercial banking,2017,128,2496,0,4681893,1467860,44135,0,0,0,106.08
New Jersey,52,522120,Savings institutions,2017,54,685,0,575996,178651,7891,0,0,0,72.99
New Jersey,52,522210,Credit card issuing,2017,6,22,419829,25010,7185,243,0,0,0,102.92
New Jersey,52,522220,Sales financing,2017,100,122,2456231,257274,67396,2217,0,0,0,116.05
New Jersey,52,522292,Real estate credit,2017,183,392,3238013,1143207,273139,13366,0,0,0,85.53
New Jersey,52,522293,International trade financing,2017,10,10,51127,6573,2131,90,0,0,0,73.03
New Jersey,52,522310,Mortgage and nonmortgage loan brokers,2017,161,171,185338,75735,17990,896,0,0,0,84.53
New Jersey,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,117,142,815924,146766,49664,1672,0,0,0,87.78
New Jersey,52,522390,Other activities related to credit intermediation,2017,208,283,672951,251093,57030,4070,0,0,0,61.69
New Jersey,52,523110,Investment banking and securities dealing,2017,111,142,4222209,1015247,403851,6146,0,0,0,165.19
New Jersey,52,523120,Securities brokerage,2017,250,1040,6461850,2825833,858448,15828,0,0,0,178.53
New Jersey,52,523920,Portfolio management,2017,668,836,3720593,1280046,346297,7287,0,0,0,175.66
New Jersey,52,523930,Investment advice,2017,564,620,759938,257445,72614,2593,0,0,0,99.28
New Jersey,52,523991,"Trust, fiduciary, and custody activities",2017,24,32,1965352,108559,32082,1288,0,0,0,84.28
New Jersey,52,523999,Miscellaneous financial investment activities,2017,21,24,2346946,895093,304206,5294,0,0,0,169.08
New Jersey,52,524113,Direct life insurance carriers,2017,43,336,0,3513629,1427329,17207,0,0,0,204.2
New Jersey,52,524114,Direct health and medical insurance carriers,2017,37,92,0,859975,286523,8751,0,0,0,98.27
New Jersey,52,524126,Direct property and casualty insurance carriers,2017,110,273,0,2256641,738418,18439,0,0,0,122.38
New Jersey,52,524210,Insurance agencies and brokerages,2017,2466,2721,4737394,1597147,424579,20113,0,0,0,79.41
New Jersey,52,524291,Claims adjusting,2017,142,154,604872,216613,60740,2320,0,0,0,93.37
New Jersey,52,524292,Third party administration of insurance and pension funds,2017,109,128,14361400,577465,156141,6818,0,0,0,84.7
New Jersey,52,524298,All other insurance related activities,2017,108,113,1508608,486299,164988,3444,0,0,0,141.2
New Mexico,52,522310,Mortgage and nonmortgage loan brokers,2017,28,33,10517,5558,966,79,0,0,0,70.35
New Mexico,52,524113,Direct life insurance carriers,2017,22,38,0,14850,3979,261,0,0,0,56.9
New Mexico,52,524114,Direct health and medical insurance carriers,2017,14,34,0,213131,63965,3201,0,0,0,66.58
New Mexico,52,524126,Direct property and casualty insurance carriers,2017,27,49,0,45212,12772,768,0,0,0,58.87
New Mexico,52,524291,Claims adjusting,2017,17,25,10827,4674,1293,79,0,0,0,59.16
New York,52,521110,Monetary authorities - central bank,2017,2,2,65090000,464880,107961,2723,0,0,0,170.72
New York,52,522110,Commercial banking,2017,284,4937,0,18518873,7520663,125893,0,0,0,147.1
New York,52,522120,Savings institutions,2017,57,762,0,709710,203793,9730,0,0,0,72.94
New York,52,522130,Credit unions,2017,319,896,3356616,753168,194460,13597,0,0,0,55.39
New York,52,522220,Sales financing,2017,148,212,2868269,741821,234341,4632,0,0,0,160.15
New York,52,522291,Consumer lending,2017,128,230,2787927,348409,174237,2327,0,0,0,149.72
New York,52,522292,Real estate credit,2017,221,407,4267356,1102742,359489,8926,0,0,0,123.54
New York,52,522293,International trade financing,2017,21,22,209420,18938,5060,112,0,0,0,169.09
New York,52,522310,Mortgage and nonmortgage loan brokers,2017,367,375,862664,321453,74997,2606,0,0,0,123.35
New York,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,386,481,7335713,1206751,451500,15239,0,0,0,79.19
New York,52,522390,Other activities related to credit intermediation,2017,262,665,598800,158937,39305,4465,0,0,0,35.6
New York,52,523110,Investment banking and securities dealing,2017,475,613,71474091,23208560,11701535,53688,0,0,0,432.29
New York,52,523120,Securities brokerage,2017,644,1872,27038496,9706841,4244663,33554,0,0,0,289.29
New York,52,523130,Commodity contracts dealing,2017,75,86,2048654,474847,215805,1504,0,0,0,315.72
New York,52,523140,Commodity contracts brokerage,2017,73,84,1286051,535674,132602,2317,0,0,0,231.19
New York,52,523210,Securities and commodity exchanges,2017,6,19,6535601,657728,294890,2658,0,0,0,247.45
New York,52,523910,Miscellaneous intermediation,2017,720,730,6410372,2226052,713808,9004,0,0,0,247.23
New York,52,523920,Portfolio management,2017,2341,2825,70697866,25880674,10397040,71044,0,0,0,364.29
New York,52,523930,Investment advice,2017,1365,1450,11986600,2766784,1034234,14895,0,0,0,185.75
New York,52,523991,"Trust, fiduciary, and custody activities",2017,101,122,2121578,439150,180703,2123,0,0,0,206.85
New York,52,523999,Miscellaneous financial investment activities,2017,46,57,1162891,315856,141122,1695,0,0,0,186.35
New York,52,524113,Direct life insurance carriers,2017,71,534,0,3910841,1616638,25716,0,0,0,152.08
New York,52,524114,Direct health and medical insurance carriers,2017,61,243,0,2702912,733400,32089,0,0,0,84.23
New York,52,524126,Direct property and casualty insurance carriers,2017,200,639,0,4133134,1408631,38973,0,0,0,106.05
New York,52,524127,Direct title insurance carriers,2017,83,116,0,229758,67101,1640,0,0,0,140.1
New York,52,524210,Insurance agencies and brokerages,2017,6263,6791,11213350,4229308,1217445,50030,0,0,0,84.54
New York,52,524291,Claims adjusting,2017,231,271,487144,279739,66720,2470,0,0,0,113.25
New York,52,524292,Third party administration of insurance and pension funds,2017,253,294,4475382,942184,261926,12037,0,0,0,78.27
New York,52,524298,All other insurance related activities,2017,149,160,521841,149255,35984,3180,0,0,0,46.94
North Carolina,52,521110,Monetary authorities - central bank,2017,1,1,0,18965,4162,222,0,0,0,85.43
North Carolina,52,522110,Commercial banking,2017,106,3048,0,7835607,2732546,81126,0,0,0,96.59
North Carolina,52,522120,Savings institutions,2017,23,82,0,47180,11786,835,0,0,0,56.5
North Carolina,52,522130,Credit unions,2017,77,583,2422548,555604,143203,10225,0,0,0,54.34
North Carolina,52,522220,Sales financing,2017,103,169,3001483,269649,82087,2245,0,0,0,120.11
North Carolina,52,522291,Consumer lending,2017,81,456,608228,89663,23466,2128,0,0,0,42.13
North Carolina,52,522292,Real estate credit,2017,134,498,3076773,723892,180462,7366,0,0,0,98.27
North Carolina,52,522310,Mortgage and nonmortgage loan brokers,2017,114,129,553998,111231,27694,880,0,0,0,126.4
North Carolina,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,70,76,289537,58688,19260,884,0,0,0,66.39
North Carolina,52,522390,Other activities related to credit intermediation,2017,59,126,234250,68233,16678,1416,0,0,0,48.19
North Carolina,52,523120,Securities brokerage,2017,228,799,4469267,1760183,698238,9771,0,0,0,180.14
North Carolina,52,523920,Portfolio management,2017,605,1316,3447584,894406,245165,7438,0,0,0,120.25
North Carolina,52,523930,Investment advice,2017,513,538,452930,144611,40705,1908,0,0,0,75.79
North Carolina,52,523991,"Trust, fiduciary, and custody activities",2017,53,56,45114,18508,4778,265,0,0,0,69.84
North Carolina,52,524113,Direct life insurance carriers,2017,46,266,0,1748810,612085,12311,0,0,0,142.05
North Carolina,52,524114,Direct health and medical insurance carriers,2017,38,117,0,798397,264733,11257,0,0,0,70.92
North Carolina,52,524126,Direct property and casualty insurance carriers,2017,107,266,0,1032393,318642,11951,0,0,0,86.39
North Carolina,52,524127,Direct title insurance carriers,2017,21,90,0,41717,12502,499,0,0,0,83.6
North Carolina,52,524210,Insurance agencies and brokerages,2017,3579,3924,3101141,1060515,269479,17943,0,0,0,59.1
North Carolina,52,524291,Claims adjusting,2017,107,134,83496,31505,8431,462,0,0,0,68.19
North Carolina,52,524292,Third party administration of insurance and pension funds,2017,94,106,1327655,205669,50167,3605,0,0,0,57.05
North Carolina,52,524298,All other insurance related activities,2017,41,43,86150,28640,6974,390,0,0,0,73.44
North Dakota,52,522110,Commercial banking,2017,86,391,0,393811,104767,6998,0,0,0,56.27
North Dakota,52,522220,Sales financing,2017,8,8,28479,6227,1268,74,0,0,0,84.15
North Dakota,52,522291,Consumer lending,2017,5,12,17118,2710,640,66,0,0,0,41.06
North Dakota,52,522292,Real estate credit,2017,11,15,76487,12341,3505,143,0,0,0,86.3
North Dakota,52,522298,All other nondepository credit intermediation,2017,20,45,338032,48603,17016,593,0,0,0,81.96
North Dakota,52,522310,Mortgage and nonmortgage loan brokers,2017,10,10,6151,2656,635,55,0,0,0,48.29
North Dakota,52,523120,Securities brokerage,2017,53,72,144102,31836,9186,274,0,0,0,116.19
North Dakota,52,523130,Commodity contracts dealing,2017,5,5,3540,593,111,9,0,0,0,65.89
North Dakota,52,523910,Miscellaneous intermediation,2017,29,29,12218,4107,937,51,0,0,0,80.53
North Dakota,52,523920,Portfolio management,2017,46,129,125679,48521,12074,436,0,0,0,111.29
North Dakota,52,523930,Investment advice,2017,39,40,18566,5191,1211,82,0,0,0,63.3
North Dakota,52,523991,"Trust, fiduciary, and custody activities",2017,3,4,8153,3007,722,37,0,0,0,81.27
North Dakota,52,523999,Miscellaneous financial investment activities,2017,10,10,7017,791,199,23,0,0,0,34.39
North Dakota,52,524126,Direct property and casualty insurance carriers,2017,37,50,0,50889,14528,756,0,0,0,67.31
North Dakota,52,524210,Insurance agencies and brokerages,2017,598,647,359528,117329,26721,2117,0,0,0,55.42
Ohio,52,521110,Monetary authorities - central bank,2017,2,3,3525000,91510,22595,949,0,0,0,96.43
Ohio,52,522110,Commercial banking,2017,181,3757,0,5731341,1837048,77449,0,0,0,74.0
Ohio,52,522120,Savings institutions,2017,72,398,0,375410,99780,6121,0,0,0,61.33
Ohio,52,522130,Credit unions,2017,283,678,1467619,367479,93817,7748,0,0,0,47.43
Ohio,52,522210,Credit card issuing,2017,7,21,7354914,390648,102763,7296,0,0,0,53.54
Ohio,52,522220,Sales financing,2017,91,156,3227985,151698,43815,1965,0,0,0,77.2
Ohio,52,522291,Consumer lending,2017,46,343,566975,83687,23957,1425,0,0,0,58.73
Ohio,52,522292,Real estate credit,2017,127,314,2020345,492108,114111,5772,0,0,0,85.26
Ohio,52,522310,Mortgage and nonmortgage loan brokers,2017,114,121,257861,112982,38372,1364,0,0,0,82.83
Ohio,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,74,115,2916893,564979,204680,7378,0,0,0,76.58
Ohio,52,522390,Other activities related to credit intermediation,2017,57,633,415551,92628,24073,2947,0,0,0,31.43
Ohio,52,523110,Investment banking and securities dealing,2017,73,92,824598,188559,76572,1211,0,0,0,155.71
Ohio,52,523120,Securities brokerage,2017,321,815,2201722,985420,289802,6281,0,0,0,156.89
Ohio,52,523910,Miscellaneous intermediation,2017,153,154,331163,126239,40054,1131,0,0,0,111.62
Ohio,52,523920,Portfolio management,2017,772,1452,3165453,1098546,340716,7562,0,0,0,145.27
Ohio,52,523930,Investment advice,2017,579,625,611030,233061,71725,2457,0,0,0,94.86
Ohio,52,523991,"Trust, fiduciary, and custody activities",2017,37,40,171510,29206,7200,324,0,0,0,90.14
Ohio,52,523999,Miscellaneous financial investment activities,2017,5,5,18681,4625,1147,62,0,0,0,74.6
Ohio,52,524113,Direct life insurance carriers,2017,62,345,0,931205,289711,12726,0,0,0,73.17
Ohio,52,524114,Direct health and medical insurance carriers,2017,48,174,0,1433599,416350,18400,0,0,0,77.91
Ohio,52,524126,Direct property and casualty insurance carriers,2017,130,1250,0,4192042,1348310,50652,0,0,0,82.76
Ohio,52,524127,Direct title insurance carriers,2017,43,119,0,67364,16643,1198,0,0,0,56.23
Ohio,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,14,15,0,26523,6946,370,0,0,0,71.68
Ohio,52,524130,Reinsurance carriers,2017,7,10,0,9208,3358,53,0,0,0,173.74
Ohio,52,524210,Insurance agencies and brokerages,2017,4553,4899,4231120,1472125,368857,25189,0,0,0,58.44
Ohio,52,524291,Claims adjusting,2017,60,74,206671,41608,9636,698,0,0,0,59.61
Ohio,52,524292,Third party administration of insurance and pension funds,2017,130,181,3212366,465375,122180,8314,0,0,0,55.97
Ohio,52,524298,All other insurance related activities,2017,58,62,150566,53670,12448,901,0,0,0,59.57
Oklahoma,52,521110,Monetary authorities - central bank,2017,1,1,0,4572,1036,42,0,0,0,108.86
Oklahoma,52,522310,Mortgage and nonmortgage loan brokers,2017,34,34,13456,4422,998,83,0,0,0,53.28
Oklahoma,52,523140,Commodity contracts brokerage,2017,9,9,2167,608,138,12,0,0,0,50.67
Oklahoma,52,524113,Direct life insurance carriers,2017,32,67,0,96332,27068,1383,0,0,0,69.65
Oklahoma,52,524114,Direct health and medical insurance carriers,2017,19,46,0,254602,84902,3130,0,0,0,81.34
Oklahoma,52,524126,Direct property and casualty insurance carriers,2017,57,131,0,322617,96184,4568,0,0,0,70.63
Oklahoma,52,524127,Direct title insurance carriers,2017,9,39,0,29894,7533,625,0,0,0,47.83
Oregon,52,521110,Monetary authorities - central bank,2017,1,1,0,798,209,9,0,0,0,88.67
Oregon,52,522110,Commercial banking,2017,64,1113,0,1056291,314007,16975,0,0,0,62.23
Oregon,52,522120,Savings institutions,2017,9,26,0,14638,3676,228,0,0,0,64.2
Oregon,52,522130,Credit unions,2017,70,319,1531765,355538,91316,5712,0,0,0,62.24
Oregon,52,522220,Sales financing,2017,29,34,879098,43580,10468,553,0,0,0,78.81
Oregon,52,522291,Consumer lending,2017,29,95,271122,57282,17040,920,0,0,0,62.26
Oregon,52,522292,Real estate credit,2017,97,285,603134,262300,58653,2619,0,0,0,100.15
Oregon,52,522310,Mortgage and nonmortgage loan brokers,2017,129,162,129136,68431,15932,772,0,0,0,88.64
Oregon,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,38,54,387028,50616,13063,851,0,0,0,59.48
Oregon,52,522390,Other activities related to credit intermediation,2017,43,88,192589,114638,29991,2106,0,0,0,54.43
Oregon,52,523120,Securities brokerage,2017,118,307,469867,223155,59884,1353,0,0,0,164.93
Oregon,52,523920,Portfolio management,2017,472,767,844397,362065,96018,2950,0,0,0,122.73
Oregon,52,523930,Investment advice,2017,212,224,199859,68440,16025,740,0,0,0,92.49
Oregon,52,523991,"Trust, fiduciary, and custody activities",2017,41,42,26786,12241,3331,180,0,0,0,68.01
Oregon,52,524113,Direct life insurance carriers,2017,36,84,0,352483,91682,2804,0,0,0,125.71
Oregon,52,524114,Direct health and medical insurance carriers,2017,28,58,0,558191,164480,7605,0,0,0,73.4
Oregon,52,524126,Direct property and casualty insurance carriers,2017,49,125,0,214291,62535,2873,0,0,0,74.59
Oregon,52,524210,Insurance agencies and brokerages,2017,1733,1846,1288792,485007,116134,8102,0,0,0,59.86
Oregon,52,524291,Claims adjusting,2017,37,44,23918,10492,2843,164,0,0,0,63.98
Oregon,52,524292,Third party administration of insurance and pension funds,2017,50,55,440820,84389,19520,1496,0,0,0,56.41
Oregon,52,524298,All other insurance related activities,2017,18,19,64495,32234,7517,437,0,0,0,73.76
Pennsylvania,52,521110,Monetary authorities - central bank,2017,3,3,3103000,99622,24491,917,0,0,0,108.64
Pennsylvania,52,522110,Commercial banking,2017,163,3604,0,4289277,1419435,56971,0,0,0,75.29
Pennsylvania,52,522120,Savings institutions,2017,65,1034,0,622972,167593,10526,0,0,0,59.18
Pennsylvania,52,522210,Credit card issuing,2017,5,17,915911,25366,8477,325,0,0,0,78.05
Pennsylvania,52,522220,Sales financing,2017,85,148,2220421,280831,92609,2768,0,0,0,101.46
Pennsylvania,52,522291,Consumer lending,2017,46,290,1265701,131114,36527,2913,0,0,0,45.01
Pennsylvania,52,522292,Real estate credit,2017,162,319,1483865,513948,141551,5187,0,0,0,99.08
Pennsylvania,52,522310,Mortgage and nonmortgage loan brokers,2017,183,183,98051,39043,8518,654,0,0,0,59.7
Pennsylvania,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,99,103,1198941,136016,36067,1973,0,0,0,68.94
Pennsylvania,52,522390,Other activities related to credit intermediation,2017,128,212,554821,128097,40825,1797,0,0,0,71.28
Pennsylvania,52,523110,Investment banking and securities dealing,2017,105,160,366255,136912,52770,831,0,0,0,164.76
Pennsylvania,52,523120,Securities brokerage,2017,362,1078,3783868,1403541,437659,9922,0,0,0,141.46
Pennsylvania,52,523130,Commodity contracts dealing,2017,6,7,5259,1061,256,47,0,0,0,22.57
Pennsylvania,52,523140,Commodity contracts brokerage,2017,8,8,8462,1713,569,27,0,0,0,63.44
Pennsylvania,52,523920,Portfolio management,2017,1017,1460,10617125,3994344,1110499,27128,0,0,0,147.24
Pennsylvania,52,523930,Investment advice,2017,628,677,3054010,456194,138903,3476,0,0,0,131.24
Pennsylvania,52,523991,"Trust, fiduciary, and custody activities",2017,56,88,4238585,947567,332151,10265,0,0,0,92.31
Pennsylvania,52,523999,Miscellaneous financial investment activities,2017,38,48,164847,66133,22320,708,0,0,0,93.41
Pennsylvania,52,524113,Direct life insurance carriers,2017,88,354,0,1978104,677130,15870,0,0,0,124.64
Pennsylvania,52,524114,Direct health and medical insurance carriers,2017,44,391,0,3243126,1012084,40861,0,0,0,79.37
Pennsylvania,52,524126,Direct property and casualty insurance carriers,2017,161,512,0,2147706,745802,22244,0,0,0,96.55
Pennsylvania,52,524127,Direct title insurance carriers,2017,34,71,0,113718,29489,1767,0,0,0,64.36
Pennsylvania,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,21,27,0,84861,21675,1872,0,0,0,45.33
Pennsylvania,52,524130,Reinsurance carriers,2017,12,16,0,28069,9686,171,0,0,0,164.15
Pennsylvania,52,524210,Insurance agencies and brokerages,2017,4811,5201,7835908,2355039,624263,33249,0,0,0,70.83
